QualifyingAreaName,TotalPopulation,Female,White_Male,White_Female,FreeColoredPopulation,FreeColored_Female,Slave_Male,FreePersons,FreePersons_White_Male,FreePersons_ColoredPersons,FreePersons_ColoredPersons_Female,SlavePopulation_Female,DisabledWhite_DeafandDumb,InsaneandIdioticPersons_AtPublicCharge,PersonsEmployedinMining,PersonsEmployedinCommerce,PersonsEmployedinOceanNavigation,PersonsEmployedEngineersProfessional,CollegeUniversityStudents,PrimaryCommonSchoolStudents,Male,WhitePopulation,FreeColored_Male,SlavePopulation,Slave_Female,FreePersons_White,FreePersons_White_Female,FreePersons_ColoredPersons_Male,SlavePopulation_Male,DisabledWhite,InsaneandIdioticPersons,InsaneandIdioticPersons_AtPrivateCharge,PersonsEmployedinAgriculture,PersonsEmployedinManufacturingTrade,PersonsEmployedinLandNavigation,PensionersofRevolutionaryWarorMilitaryService,AcademyGrammarSchoolStudents
"Bedford County, Pennsylvania",29335,14272,14802,14063,470,209,0,29335,14802,470,209,0,4,5,32,37,5,39,0,1320,15063,28865,261,0,0,28865,14063,261,0,13,18,13,2251,773,0,24,99
"Berks County, Pennsylvania",64569,31973,32313,31730,524,241,0,64567,32313,524,241,2,23,19,NA,NA,NA,NA,0,1750,32596,64043,283,2,2,64043,31730,283,0,60,36,17,NA,NA,NA,26,138
"Bradford County, Pennsylvania",32769,15473,17219,15389,161,84,0,32769,17219,161,84,0,12,9,427,176,0,117,0,7948,17296,32608,77,0,0,32608,15389,77,0,62,39,30,6750,1044,55,77,170
"Bucks County, Pennsylvania",48107,23735,23435,22933,1739,802,0,48107,23435,1739,802,0,22,15,22,428,57,162,1,3447,24372,46368,937,0,0,46368,22933,937,0,96,62,47,8247,2737,119,17,232
"Butler County, Pennsylvania",22378,10818,11527,10790,61,28,0,22378,11527,61,28,0,19,1,6,87,0,76,0,5252,11560,22317,33,0,0,22317,10790,33,0,56,28,27,3856,816,3,26,119
"Cambria County, Pennsylvania",11256,5431,5778,5380,98,51,0,11256,5778,98,51,0,3,0,43,59,0,33,0,2690,5825,11158,47,0,0,11158,5380,47,0,25,18,18,1729,477,45,6,0
"Centre County, Pennsylvania",20492,9879,10453,9738,301,141,0,20492,10453,301,141,0,5,2,146,69,2,46,0,2770,10613,20191,160,0,0,20191,9738,160,0,12,9,7,2421,1528,1,9,53
"Chester County, Pennsylvania",57515,28503,26825,26547,4143,1956,0,57515,26825,4143,1956,0,13,45,42,365,13,277,0,7717,29012,53372,2187,0,0,53372,26547,2187,0,109,85,40,11571,4550,44,26,859
"Clearfield County, Pennsylvania",7834,3716,4083,3694,57,22,0,7834,4083,57,22,0,2,0,NA,NA,NA,0,0,0,4118,7777,35,0,0,7777,3694,35,0,3,3,3,NA,NA,NA,2,0
"Clinton County, Pennsylvania",8323,3949,4331,3916,76,33,0,8323,4331,76,33,0,0,0,18,45,0,20,0,286,4374,8247,43,0,0,8247,3916,43,0,0,3,3,903,376,13,6,25
"Columbia County, Pennsylvania",24267,11945,12286,11906,75,39,0,24267,12286,75,39,0,6,5,100,140,0,74,0,148,12322,24192,36,0,0,24192,11906,36,0,29,14,9,2399,1529,27,24,146
"Crawford County, Pennsylvania",31724,15095,16566,15043,115,52,0,31724,16566,115,52,0,8,2,0,120,5,127,1,1037,16629,31609,63,0,0,31609,15043,63,0,56,35,33,7141,1275,8,36,0
"Cumberland County, Pennsylvania",30953,15400,15043,14890,996,504,18,30929,15043,996,504,6,17,13,27,207,47,164,1,3771,15553,29933,492,24,6,29933,14890,492,18,60,37,24,4148,2146,0,8,90
"Dauphin County, Pennsylvania",30118,14775,14894,14267,957,508,0,30118,14894,957,508,0,13,13,39,198,26,121,0,3656,15343,29161,449,0,0,29161,14267,449,0,61,54,41,2777,2218,80,11,115
"Delaware County, Pennsylvania",19791,9832,9239,9219,1333,613,0,19791,9239,1333,613,0,8,1,30,52,5,61,2,2257,9959,18458,720,0,0,18458,9219,720,0,17,9,8,3303,2088,42,2,0
"Erie County, Pennsylvania",31344,15000,16282,14962,100,38,0,31344,16282,100,38,0,14,0,6,124,0,107,0,8349,16344,31244,62,0,0,31244,14962,62,0,37,22,22,4997,1448,52,34,165
"Fayette County, Pennsylvania",33574,16739,16129,15980,1464,759,1,33573,16129,1464,759,0,31,26,83,196,4,128,1,2973,16835,32109,705,1,0,32109,15980,705,1,116,72,46,4405,1991,48,59,0
"Franklin County, Pennsylvania",37793,18859,17955,17805,2033,1054,0,37793,17955,2033,1054,0,7,21,27,33,1,109,1,5745,18934,35760,979,0,0,35760,17805,979,0,61,46,25,4284,3563,0,27,218
"Greene County, Pennsylvania",19147,9431,9510,9223,413,208,1,19146,9510,413,208,0,10,5,6,64,1,46,0,1723,9716,18733,205,1,0,18733,9223,205,1,69,50,45,3812,815,7,32,42
"Huntingdon County, Pennsylvania",35484,17084,18146,16831,507,253,0,35484,18146,507,253,0,18,11,150,206,0,100,0,1432,18400,34977,254,0,0,34977,16831,254,0,96,66,55,3431,1757,143,13,0
"Indiana County, Pennsylvania",20782,10229,10470,10157,155,72,0,20782,10470,155,72,0,7,1,25,127,5,90,0,1413,10553,20627,83,0,0,20627,10157,83,0,22,16,15,4536,815,104,28,55
"Jefferson County, Pennsylvania",7253,3402,3828,3368,57,34,0,7253,3828,57,34,0,6,1,1,24,0,25,0,236,3851,7196,23,0,0,7196,3368,23,0,13,6,5,1860,469,0,3,25
"Juniata County, Pennsylvania",11080,5504,5512,5459,108,45,1,11079,5512,108,45,0,5,15,0,62,0,34,0,2375,5576,10971,63,1,0,10971,5459,63,1,47,36,21,1987,736,61,14,33
"Lancaster County, Pennsylvania",84203,41888,40781,40417,3003,1469,0,84201,40781,3003,1469,2,20,26,108,250,14,503,0,6745,42315,81198,1534,2,2,81198,40417,1534,0,88,63,37,10285,3928,71,44,218
"Lebanon County, Pennsylvania",21872,11089,10733,11036,103,53,0,21872,10733,103,53,0,36,2,27,122,2,47,0,1327,10783,21769,50,0,0,21769,11036,50,0,78,27,25,2205,1324,130,30,154
"Lehigh County, Pennsylvania",25787,12866,12898,12856,33,10,0,25787,12898,33,10,0,18,1,50,101,0,73,0,2293,12921,25754,23,0,0,25754,12856,23,0,37,14,13,2983,2427,17,20,30
"Luzerne County, Pennsylvania",44006,20318,23581,20230,194,87,0,44005,23581,194,87,1,3,0,617,220,0,133,0,7418,23688,43811,107,1,1,43811,20230,107,0,23,12,12,6284,1666,84,58,140
"Lycoming County, Pennsylvania",22649,11083,11381,10909,359,174,0,22649,11381,359,174,0,4,3,16,141,0,73,0,4094,11566,22290,185,0,0,22290,10909,185,0,34,25,22,4214,1429,51,18,52
"Mckean County, Pennsylvania",2975,1410,1562,1408,5,2,0,2975,1562,5,2,0,0,0,0,0,0,17,0,575,1565,2970,3,0,0,2970,1408,3,0,0,0,0,785,72,0,4,30
"Mercer County, Pennsylvania",32873,16128,16576,15969,328,159,0,32873,16576,328,159,0,8,5,12,117,3,72,0,7746,16745,32545,169,0,0,32545,15969,169,0,54,41,36,6774,1072,3,17,150
"Mifflin County, Pennsylvania",13092,6368,6492,6152,427,207,12,13071,6492,427,207,9,2,7,28,81,12,39,0,2125,6724,12644,220,21,9,12644,6152,220,12,11,9,2,1527,851,99,7,27
"Monroe County, Pennsylvania",9879,4715,5135,4694,50,21,0,9879,5135,50,21,0,4,3,0,23,4,14,0,794,5164,9829,29,0,0,9829,4694,29,0,16,10,7,653,418,5,11,0
"Montgomery County, Pennsylvania",47241,23056,23823,22738,680,318,0,47241,23823,680,318,0,15,14,17,197,5,185,0,4465,24185,46561,362,0,0,46561,22738,362,0,84,48,34,8382,3764,86,27,372
"Northampton County, Pennsylvania",40996,20073,20831,20001,164,72,0,40996,20831,164,72,0,13,34,322,257,0,208,2,3445,20923,40832,92,0,0,40832,20001,92,0,67,45,11,2829,3161,363,19,601
"Northumberland County, Pennsylvania",20027,9862,10109,9813,105,49,0,20027,10109,105,49,0,3,5,53,50,0,66,0,2854,10165,19922,56,0,0,19922,9813,56,0,28,19,14,2758,1297,66,20,0
"Perry County, Pennsylvania",17096,8451,8564,8378,154,73,0,17096,8564,154,73,0,14,15,40,76,0,50,0,3829,8645,16942,81,0,0,16942,8378,81,0,58,54,39,3595,1416,114,16,20
"Philadelphia County, Pennsylvania",258037,137834,111887,126317,19831,11515,0,258035,111887,19831,11515,2,158,95,29,8727,1460,1723,5,16212,120203,238204,8316,2,2,238204,126317,8316,0,719,485,390,3675,29223,740,84,8897
"Pike County, Pennsylvania",3832,1812,1946,1737,149,75,0,3832,1946,149,75,0,2,2,0,14,4,13,0,0,2020,3683,74,0,0,3683,1737,74,0,5,4,2,683,153,30,6,46
"Potter County, Pennsylvania",3371,1617,1753,1617,1,0,0,3371,1753,1,0,0,1,0,0,2,1,12,0,476,1754,3370,1,0,0,3370,1617,1,0,2,1,1,984,42,0,4,0
"Schuylkill County, Pennsylvania",29053,13939,14937,13791,325,148,0,29053,14937,325,148,0,7,2,1108,78,0,82,0,880,15114,28728,177,0,0,28728,13791,177,0,21,13,11,3216,972,210,21,127
"Somerset County, Pennsylvania",19650,9634,9971,9597,82,37,0,19650,9971,82,37,0,5,2,5,102,57,34,0,476,10016,19568,45,0,0,19568,9597,45,0,94,79,77,3556,914,0,13,0
"Susquehanna County, Pennsylvania",21195,10380,10766,10332,97,48,0,21195,10766,97,48,0,11,10,0,92,0,87,0,5074,10815,21098,49,0,0,21098,10332,49,0,65,43,33,5306,734,0,53,401
"Tioga County, Pennsylvania",15498,7452,8012,7417,69,35,0,15498,8012,69,35,0,15,0,76,102,2,52,0,2184,8046,15429,34,0,0,15429,7417,34,0,38,15,15,4465,545,5,19,75
"Union County, Pennsylvania",22787,11376,11360,11340,84,35,2,22784,11360,84,35,1,0,3,0,104,12,64,0,2540,11411,22700,49,3,1,22700,11340,49,2,8,7,4,6435,1228,47,10,45
"Venango County, Pennsylvania",17900,8532,9350,8523,27,9,0,17900,9350,27,9,0,13,0,10,1,0,42,0,949,9368,17873,18,0,0,17873,8523,18,0,35,14,14,2864,478,0,11,20
"Warren County, Pennsylvania",9278,4364,4891,4347,40,17,0,9278,4891,40,17,0,3,1,1,0,0,30,0,2074,4914,9238,23,0,0,9238,4347,23,0,16,9,8,2014,337,13,11,50
"Washington County, Pennsylvania",41279,20490,20232,19932,1113,556,0,41277,20232,1113,556,2,25,13,120,170,9,176,2,6490,20789,40164,557,2,2,40164,19932,557,0,72,33,20,6667,1690,46,29,175
"Wayne County, Pennsylvania",11848,5601,6227,5582,39,19,0,11848,6227,39,19,0,0,1,0,0,0,32,0,2424,6247,11809,20,0,0,11809,5582,20,0,6,5,4,0,0,0,17,96
"Westmoreland County, Pennsylvania",42699,21339,21183,21225,290,113,0,42698,21183,290,113,1,18,18,45,182,3,143,0,4154,21360,42408,177,1,1,42408,21225,177,0,77,54,36,4948,1235,83,25,80
"York County, Pennsylvania",47010,23590,22924,23112,973,477,0,47009,22924,973,477,1,18,18,34,175,37,197,0,3749,23420,46036,496,1,1,46036,23112,496,0,97,69,51,5524,3349,151,22,50
"Bristol County, Rhode Island",6476,3207,3154,3077,245,130,0,6476,3154,245,130,0,1,0,0,118,663,33,0,742,3269,6231,115,0,0,6231,3077,115,0,4,1,1,570,591,37,41,270
"Kent County, Rhode Island",13083,6851,6084,6687,310,163,1,13081,6084,310,163,1,4,7,0,16,37,41,0,1974,6232,12771,147,2,1,12771,6687,147,1,43,30,23,2089,3511,0,91,250
"Newport County, Rhode Island",16874,8679,7969,8324,579,353,0,16872,7969,579,353,2,22,47,28,82,450,66,0,2471,8195,16293,226,2,2,16293,8324,226,0,98,67,20,1855,1527,62,91,100
"Providence County, Rhode Island",58073,30003,27389,29090,1593,912,0,58072,27389,1593,912,1,31,58,7,1042,484,269,2,9705,28070,56479,681,1,1,56479,29090,681,0,146,94,36,8448,14302,93,280,2935
"Washington County, Rhode Island",14324,7314,6766,7047,511,267,0,14324,6766,511,267,0,16,10,0,90,83,48,0,2463,7010,13813,244,0,0,13813,7047,244,0,49,24,14,3655,1340,36,98,109
"Abbeville County, South Carolina",29351,14797,6971,6909,323,174,7434,14203,6971,323,174,7714,7,5,0,52,0,94,0,1115,14554,13880,149,15148,7714,13880,6909,149,7434,43,30,25,10829,486,5,11,412
"Anderson County, South Carolina",18493,9364,6308,6439,63,25,2783,12810,6308,63,25,2900,7,1,0,59,0,47,0,687,9129,12747,38,5683,2900,12747,6439,38,2783,25,18,17,5103,397,0,31,233
"Barnwell County, South Carolina",21471,10758,5328,5205,435,228,5178,10968,5328,435,228,5325,1,3,0,57,0,54,0,440,10713,10533,207,10503,5325,10533,5205,207,5178,23,24,21,7715,215,8,4,95
"Beaufort County, South Carolina",35794,18567,2817,2833,462,232,14180,6112,2817,462,232,15502,1,0,0,38,6,96,0,377,17227,5650,230,29682,15502,5650,2833,230,14180,2,1,1,16845,837,7,1,172
"Charleston County, South Carolina",82661,42947,10926,9995,3201,1858,27445,24122,10926,3201,1858,31094,4,22,0,779,300,359,0,904,39714,20921,1343,58539,31094,20921,9995,1343,27445,41,36,14,9787,1317,37,25,1008
"Chester County, South Carolina",17747,8987,4940,4949,136,66,3750,10025,4940,136,66,3972,8,5,0,46,0,28,0,527,8760,9889,70,7722,3972,9889,4949,70,3750,40,31,26,5934,298,20,13,70
"Chesterfield County, South Carolina",8574,4349,2695,2842,166,78,1442,5703,2695,166,78,1429,2,0,0,39,0,14,0,0,4225,5537,88,2871,1429,5537,2842,88,1442,5,4,4,2379,157,20,5,0
"Colleton County, South Carolina",25548,12941,3041,2833,428,223,9361,6302,3041,428,223,9885,0,0,0,12,0,61,0,365,12607,5874,205,19246,9885,5874,2833,205,9361,3,8,8,14631,63,3,1,112
"Darlington County, South Carolina",14822,7527,3580,3589,93,45,3667,7262,3580,93,45,3893,6,7,0,27,0,43,0,305,7295,7169,48,7560,3893,7169,3589,48,3667,29,28,21,5147,262,26,7,149
"Edgefield County, South Carolina",32852,16348,7617,7403,294,139,8732,15314,7617,294,139,8806,8,6,0,215,32,56,0,152,16504,15020,155,17538,8806,15020,7403,155,8732,27,21,15,10814,571,47,28,65
"Fairfield County, South Carolina",20165,10110,3914,3673,73,34,6102,7660,3914,73,34,6403,0,0,0,4,0,11,0,98,10055,7587,39,12505,6403,7587,3673,39,6102,0,0,0,7222,109,0,2,25
"Georgetown County, South Carolina",18274,9566,1042,1051,188,102,7580,2281,1042,188,102,8413,0,0,0,31,36,37,0,73,8708,2093,86,15993,8413,2093,1051,86,7580,1,1,1,8345,640,5,0,165
"Greenville County, South Carolina",17839,9091,6138,6353,43,20,2587,12534,6138,43,20,2718,8,4,0,66,0,34,0,524,8748,12491,23,5305,2718,12491,6353,23,2587,46,39,35,5466,512,0,19,148
"Horry County, South Carolina",5755,2905,2073,2081,27,4,754,4181,2073,27,4,820,4,1,0,0,0,6,0,101,2850,4154,23,1574,820,4154,2081,23,754,9,4,3,1992,4,0,0,0
"Kershaw County, South Carolina",12281,6245,2010,1978,250,123,3899,4238,2010,250,123,4144,3,0,0,0,0,33,0,304,6036,3988,127,8043,4144,3988,1978,127,3899,5,2,2,4908,233,1,6,127
"Lancaster County, South Carolina",9907,4875,2867,2698,107,55,2113,5672,2867,107,55,2122,4,2,45,0,3,2,0,446,5032,5565,52,4235,2122,5565,2698,52,2113,8,7,5,3265,81,0,11,6
"Laurens County, South Carolina",21584,10827,6239,6333,101,46,4463,12673,6239,101,46,4448,15,4,0,57,4,66,0,905,10757,12572,55,8911,4448,12572,6333,55,4463,43,26,22,7265,397,0,16,206
"Lexington County, South Carolina",12111,6124,3691,3710,25,14,2285,7426,3691,25,14,2400,4,0,0,0,0,11,0,146,5987,7401,11,4685,2400,7401,3710,11,2285,12,10,10,4085,298,0,2,105
"Marion County, South Carolina",13932,7053,4269,4324,88,45,2567,8681,4269,88,45,2684,2,4,0,18,0,32,0,238,6879,8593,43,5251,2684,8593,4324,43,2567,20,19,15,5489,105,1,4,71
"Marlboro County, South Carolina",8408,4188,2097,2091,102,55,2076,4290,2097,102,55,2042,3,3,0,27,0,18,0,229,4220,4188,47,4118,2042,4188,2091,47,2076,18,17,14,3078,165,6,5,104
"Newberry County, South Carolina",18350,9261,4175,4033,238,134,4810,8446,4175,238,134,5094,5,0,0,63,0,58,0,757,9089,8208,104,9904,5094,8208,4033,104,4810,15,11,11,7639,354,0,3,134
"Orangeburg County, South Carolina",18519,9199,3255,3066,264,128,5929,6585,3255,264,128,6005,3,0,0,26,0,33,0,236,9320,6321,136,11934,6005,6321,3066,136,5929,16,11,11,6809,204,2,5,40
"Pickens County, South Carolina",14356,7256,5721,5827,93,42,1328,11641,5721,93,42,1387,7,1,0,7,0,16,0,579,7100,11548,51,2715,1387,11548,5827,51,1328,31,24,23,3451,279,0,22,51
"Richland County, South Carolina",16397,8074,2794,2532,407,208,5330,5733,2794,407,208,5334,2,32,0,171,0,53,1,366,8323,5326,199,10664,5334,5326,2532,199,5330,69,65,33,4494,268,84,1,161
"Spartanburg County, South Carolina",23669,11881,8935,8989,58,26,2821,17982,8935,58,26,2866,10,3,0,48,0,53,0,375,11788,17924,32,5687,2866,17924,8989,32,2821,19,8,5,6919,390,0,31,179
"Sumter County, South Carolina",27892,14199,4337,4307,373,193,9176,9017,4337,373,193,9699,0,0,0,52,0,81,0,693,13693,8644,180,18875,9699,8644,4307,180,9176,8,10,10,12338,764,54,13,145
"Union County, South Carolina",18936,9502,5313,5172,97,45,4069,10582,5313,97,45,4285,9,2,0,42,0,46,0,738,9434,10485,52,8354,4285,10485,5172,52,4069,44,32,30,6805,323,0,24,240
"Williamsburg County, South Carolina",10327,5139,1740,1587,32,19,3435,3359,1740,32,19,3533,8,1,0,12,0,10,0,161,5188,3327,13,6968,3533,3327,1587,13,3435,19,14,13,3815,218,22,2,70
"York County, South Carolina",18383,9280,5663,5786,109,51,3382,11558,5663,109,51,3443,9,1,4,10,0,29,0,679,9103,11449,58,6825,3443,11449,5786,58,3382,28,12,11,5694,378,0,26,33
"Anderson County, Tennessee",5658,2814,2621,2597,15,9,217,5233,2621,15,9,208,1,0,0,14,0,0,0,0,2844,5218,6,425,208,5218,2597,6,217,1,0,0,1393,71,0,8,14
"Bedford County, Tennessee",20546,10246,8155,8037,59,32,2118,16251,8155,59,32,2177,3,1,0,0,0,36,0,939,10300,16192,27,4295,2177,16192,8037,27,2118,18,10,9,4279,307,0,18,215
"Benton County, Tennessee",4772,2422,2240,2277,8,6,108,4525,2240,8,6,139,0,2,0,4,0,1,0,133,2350,4517,2,247,139,4517,2277,2,108,3,6,4,1112,20,0,3,0
"Bledsoe County, Tennessee",5676,2773,2559,2451,128,62,278,5138,2559,128,62,260,1,2,0,13,0,8,0,215,2903,5010,66,538,260,5010,2451,66,278,19,12,10,1498,50,0,9,30
"Blount County, Tennessee",11745,5926,5284,5380,136,55,454,10800,5284,136,55,491,0,4,0,27,0,27,1,162,5819,10664,81,945,491,10664,5380,81,454,0,15,11,2014,217,0,15,25
"Bradley County, Tennessee",7385,3616,3566,3405,13,10,200,6984,3566,13,10,201,1,1,2,26,0,29,0,172,3769,6971,3,401,201,6971,3405,3,200,7,5,4,1025,172,1,9,80
"Campbell County, Tennessee",6149,3064,2931,2900,54,27,127,5885,2931,54,27,137,5,3,0,12,0,1,0,56,3085,5831,27,264,137,5831,2900,27,127,28,18,15,1410,34,0,5,0
"Cannon County, Tennessee",7193,3614,3282,3276,17,11,291,6575,3282,17,11,327,1,1,0,10,0,22,0,494,3579,6558,6,618,327,6558,3276,6,291,14,9,8,1742,114,0,8,25
"Carroll County, Tennessee",12362,6122,5163,4951,30,12,1059,10144,5163,30,12,1159,3,7,0,1,0,19,0,923,6240,10114,18,2218,1159,10114,4951,18,1059,15,10,3,3475,158,0,11,0
"Carter County, Tennessee",5372,2601,2578,2420,22,8,179,5020,2578,22,8,173,4,9,22,11,0,6,0,60,2771,4998,14,352,173,4998,2420,14,179,8,9,0,1002,173,0,14,48
"Claiborne County, Tennessee",9474,4702,4414,4351,85,42,315,8850,4414,85,42,309,2,0,0,16,0,8,0,130,4772,8765,43,624,309,8765,4351,43,315,15,13,13,2898,120,0,13,0
"Cocke County, Tennessee",6992,3465,3139,3060,159,78,307,6358,3139,159,78,327,0,0,0,6,0,3,0,0,3527,6199,81,634,327,6199,3060,81,307,4,5,5,793,60,0,8,0
"Coffee County, Tennessee",8184,4037,3626,3431,22,10,509,7079,3626,22,10,596,4,0,0,11,0,12,0,342,4147,7057,12,1105,596,7057,3431,12,509,10,6,6,2209,92,0,7,0
"Davidson County, Tennessee",30509,14763,9162,8295,704,347,6227,18161,9162,704,347,6121,17,13,0,279,2,175,1,367,15746,17457,357,12348,6121,17457,8295,357,6227,57,36,23,20448,1644,87,21,1353
"De Kalb County, Tennessee",5868,2874,2775,2623,11,5,213,5409,2775,11,5,246,4,0,0,13,0,9,0,122,2994,5398,6,459,246,5398,2623,6,213,14,7,7,1607,104,0,7,0
"Dickson County, Tennessee",7074,3493,2689,2681,17,4,879,5387,2689,17,4,808,6,0,0,19,0,27,0,444,3581,5370,13,1687,808,5370,2681,13,879,25,17,17,1841,371,14,17,0
"Dyer County, Tennessee",4484,2161,1799,1628,15,9,518,3442,1799,15,9,524,1,1,0,8,0,8,0,137,2323,3427,6,1042,524,3427,1628,6,518,2,3,2,1518,18,0,2,0
"Fayette County, Tennessee",21501,10456,5565,5008,43,21,5458,10616,5565,43,21,5427,3,0,0,83,0,62,0,786,11045,10573,22,10885,5427,10573,5008,22,5458,10,3,3,6394,248,0,11,215
"Fentress County, Tennessee",3550,1784,1721,1744,5,4,44,3470,1721,5,4,36,2,1,0,5,0,3,0,0,1766,3465,1,80,36,3465,1744,1,44,3,1,0,1080,847,2,9,0
"Franklin County, Tennessee",12033,5918,4577,4358,13,6,1531,8948,4577,13,6,1554,1,4,0,14,0,43,0,242,6115,8935,7,3085,1554,8935,4358,7,1531,11,9,5,3245,242,0,14,0
"Gibson County, Tennessee",13689,6786,5385,5227,108,53,1463,10720,5385,108,53,1506,4,4,0,37,0,27,0,520,6903,10612,55,2969,1506,10612,5227,55,1463,17,11,7,3230,196,1,12,20
"Giles County, Tennessee",21494,10607,7354,7071,39,18,3512,14464,7354,39,18,3518,10,3,0,23,0,36,0,589,10887,14425,21,7030,3518,14425,7071,21,3512,35,19,16,6294,483,0,24,165
"Grainger County, Tennessee",10572,5324,4719,4802,134,73,468,9655,4719,134,73,449,3,1,0,15,0,15,0,196,5248,9521,61,917,449,9521,4802,61,468,12,8,7,1295,119,0,14,0
"Greene County, Tennessee",16076,8030,7475,7444,151,77,497,15070,7475,151,77,509,8,9,3,18,0,32,1,196,8046,14919,74,1006,509,14919,7444,74,497,46,34,25,2591,285,0,17,98
"Hamilton County, Tennessee",8175,3869,3956,3542,93,38,295,7591,3956,93,38,289,5,0,0,30,0,40,0,133,4306,7498,55,584,289,7498,3542,55,295,8,0,0,1841,192,0,6,0
"Hardeman County, Tennessee",14563,7018,4740,4351,39,25,2791,9130,4740,39,25,2642,6,7,0,0,0,34,0,506,7545,9091,14,5433,2642,9091,4351,14,2791,28,21,14,4889,259,0,5,185
"Hardin County, Tennessee",8245,4041,3778,3609,32,13,407,7419,3778,32,13,419,5,0,6,26,0,13,0,176,4204,7387,19,826,419,7387,3609,19,407,22,12,12,2559,147,37,9,15
"Hawkins County, Tennessee",15035,7523,6727,6681,128,69,726,13536,6727,128,69,773,6,6,0,44,0,38,0,1037,7512,13408,59,1499,773,13408,6681,59,726,41,32,26,4081,356,0,40,20
"Haywood County, Tennessee",13870,6721,3998,3577,38,24,3137,7613,3998,38,24,3120,2,0,0,52,0,57,0,493,7149,7575,14,6257,3120,7575,3577,14,3137,10,14,14,4788,261,5,4,182
"Henderson County, Tennessee",11875,5827,5088,4823,10,5,955,9921,5088,10,5,999,2,2,0,25,0,26,0,265,6048,9911,5,1954,999,9911,4823,5,955,7,3,1,2131,158,0,6,0
"Henry County, Tennessee",14906,7358,5725,5489,15,5,1813,11229,5725,15,5,1864,4,0,0,33,0,43,0,531,7548,11214,10,3677,1864,11214,5489,10,1813,21,17,17,4616,258,0,13,77
"Hickman County, Tennessee",8618,4388,3579,3641,19,9,641,7239,3579,19,9,738,14,6,0,0,0,10,0,325,4230,7220,10,1379,738,7220,3641,10,641,32,15,9,1869,154,0,6,0
"Humphreys County, Tennessee",5195,2562,2304,2144,8,5,326,4456,2304,8,5,413,0,1,0,14,0,7,0,217,2633,4448,3,739,413,4448,2144,3,326,8,8,7,1468,73,4,6,0
"Jackson County, Tennessee",12872,6409,5808,5728,110,46,591,11646,5808,110,46,635,12,0,0,21,0,27,0,119,6463,11536,64,1226,635,11536,5728,64,591,38,19,19,3438,142,10,19,0
"Jefferson County, Tennessee",12076,6068,5338,5324,132,69,607,10794,5338,132,69,675,6,2,0,13,0,28,1,320,6008,10662,63,1282,675,10662,5324,63,607,21,10,8,3138,273,10,27,45
"Johnson County, Tennessee",2658,1346,1232,1261,4,2,78,2497,1232,4,2,83,0,0,5,2,0,1,0,0,1312,2493,2,161,83,2493,1261,2,78,8,7,7,599,110,0,3,0
"Knox County, Tennessee",15485,7733,6709,6669,173,93,963,13551,6709,173,93,971,4,6,0,103,1,58,1,69,7752,13378,80,1934,971,13378,6669,80,963,47,34,28,3733,469,9,30,112
"Lauderdale County, Tennessee",3435,1684,1279,1144,2,0,470,2425,1279,2,0,540,2,0,0,68,0,20,0,124,1751,2423,2,1010,540,2423,1144,2,470,5,2,2,1244,47,6,2,0
"Lawrence County, Tennessee",7121,3519,3248,3122,16,8,346,6386,3248,16,8,389,3,0,0,14,0,11,0,312,3602,6370,8,735,389,6370,3122,8,346,11,6,6,1891,160,0,8,0
"Lincoln County, Tennessee",21493,10803,8626,8591,55,27,2036,17272,8626,55,27,2185,9,8,1,57,2,82,0,1244,10690,17217,28,4221,2185,17217,8591,28,2036,48,41,33,6238,508,5,19,135
"McMinn County, Tennessee",12719,6375,5751,5699,28,14,579,11478,5751,28,14,662,6,0,0,42,0,25,0,222,6344,11450,14,1241,662,11450,5699,14,579,14,5,5,3256,268,0,18,99
"McNairy County, Tennessee",9385,4658,4349,4240,33,19,364,8622,4349,33,19,399,3,0,0,15,0,25,0,273,4727,8589,14,763,399,8589,4240,14,364,16,12,12,2902,86,1,9,34
"Madison County, Tennessee",16530,8146,5364,5056,37,21,3004,10457,5364,37,21,3069,2,1,0,51,0,66,0,512,8384,10420,16,6073,3069,10420,5056,16,3004,19,12,11,4222,404,4,5,103
"Marion County, Tennessee",6070,2979,2889,2769,22,9,189,5680,2889,22,9,201,3,1,0,6,0,11,0,700,3091,5658,13,390,201,5658,2769,13,189,14,6,5,1798,61,0,6,7
"Marshall County, Tennessee",14555,7268,5754,5714,12,5,1526,11480,5754,12,5,1549,13,0,0,28,1,23,0,743,7287,11468,7,3075,1549,11468,5714,7,1526,30,14,14,3095,202,0,21,0
"Maury County, Tennessee",28186,14005,8656,8434,94,46,5477,17184,8656,94,46,5525,11,3,0,68,0,64,1,703,14181,17090,48,11002,5525,17090,8434,48,5477,47,38,35,6729,572,1,19,326
"Meigs County, Tennessee",4794,2379,2271,2227,12,7,139,4510,2271,12,7,145,1,1,0,8,0,16,0,245,2415,4498,5,284,145,4498,2227,5,139,4,6,5,1172,69,9,2,0
"Monroe County, Tennessee",12056,6037,5535,5590,67,35,452,11192,5535,67,35,412,2,0,0,35,0,24,0,172,6019,11125,32,864,412,11125,5590,32,452,17,9,9,3309,198,3,16,77
"Montgomery County, Tennessee",16927,8128,5057,4705,106,52,3688,9868,5057,106,52,3371,6,2,10,81,0,39,0,379,8799,9762,54,7059,3371,9762,4705,54,3688,19,12,10,4867,818,42,8,127
